anchor_id,positive_id,negative_id
SOJVSUI12A8C144B82,SOLGICR12A6D4F6006,SOXNDNH12A6D4F86E5
SOBNOBG12A6D4FB54B,SOFKVJV12A6D4F8F4B,SOXAAEC12AC90710AE
SODTDRC12A81C22C7C,SOKJNAP12A81C22CAA,SORPBLU12AB017F8F5
SORTQKM12A58A7ED66,SOYQYEU12AAF3B21A3,SOMRMHS12A8C13A1FC
SOTQUEZ12A8C13251E,SOONLYF12A8C132B90,SOXKORX12A8C132A88
SOFKVZF12AB0182E9A,SOYYWLG12A67FFB31E,SOVIWOJ12AB017BE9C
SOFWNKU12A8C13F57D,SOTLHGM12A6D4FC104,SOGOMXN12AB017DF70
SORBQBO12AC468BFF4,SODTQUS12AC9072C0E,SOIPKQU12A8C143525
SOBQFZE12AB018A80B,SOAMXJG12AB0188691,SOCCIIB12AB0185BBF
SOVYMDF12AB0190444,SOKQPNP12AB018DCF8,SOQDTFZ12AF729DAD8
SOQFBNJ12AB017FFD0,SOUWONL12A8C13EA27,SOOYQOZ12A8C13A9DB
SOIOCUC12A8C13EDAA,SOIPOJA12A8C13EDB7,SOHVLBR12AB017D5F9
SOZHBQE12AB0180F51,SOXTYTW12A58A7C0C7,SOFQFVW12A6D4F7996
SOJNLML12A58A7E1D4,SOVQTMI12A8C145207,SOWBYRX12A8C141560
SOLMUEG12A8C140F7E,SOPUDRN12A8C140F74,SOHGDHJ12A8C13F54D
SOZILXQ12AB018541A,SOMBOYD12AB0183BC9,SOYHDRS12A8C13A297
SOOOQPT12A8C13D571,SOJHXOE12A8C139FA9,SOKSREW12A6D4F926D
SOWWGKL12AB018E1C3,SOUPVJS12AB018BC40,SOPCPBI12A8C144FFD
SOJOICW12A8C13B533,SOEPVDO12A8AE48BF4,SOAWSCF12AB01825C7
SONFFMA12AB01891CB,SOPZOIK12AB01891B9,SOQUEMR12A6D4FAD07
SOANEAM12AB0184CC7,SONVWVN12AB0184D18,SOWLFZY12A8C13DC91
SOXHAHK12A6D4FBEBA,SOCUPHK12A6D4FC491,SOFDWGQ12A6D4F64E8
SOMUMJA12A6701CE69,SOXMJOG12A6D4F9889,SOYIGFC12A8C134AB5
SOBAVLJ12A6D4F7F0F,SOQPKMA12A8C134BD1,SOJQBHF12A6D4FA729
SOIZYOF12A58A7ACB5,SOQTXZL12A8C140875,SOMAMJD12A6D4F7E04
SOYAIPW12A8C13B1DE,SONKBTN12A8C13E8CB,SOCYUWX12AB0181D4B
SONYSUC12A8C13BD13,SOAKHWW12A8C14301D,SOZFSMB12AB017B6CB
SODVBYC12A8C135241,SOHZDKK12A8C135215,SOPBXNJ12AB0188AEF
SOXAATM12A58A7ABA8,SOGCGAW12A8C13BF27,SODHFGS12AB018EB08
SOBSKJV12A67AE0CC4,SOYYSKP12A67021A9E,SODWQTN12A8C13AF0E
SOAXZLM12A6D4F7A95,SONCOOV12A58A79316,SOGVEKM12A6701FB03
SODFRMJ12A8AE4617F,SOQDYZT12AB0189344,SOXBSAW12A8C14321F
SOEKOMA12A8AE45788,SOXNZZS12A81C22408,SOAAUKF12AB018869F
SOVCYPK12A58A78DE3,SOKSBUN12A6701C165,SOPCDGN12AB018664D
SOOUXON12AB018B773,SOEOUHR12AB0183C44,SOAGUBB12AB01812E8
SOORSTP12A6D4FA02D,SOLQGPW12A6D4F5E4E,SOXUAGM12A8C1399EC
SOGCXME12AB0184041,SODMGKC12AB018328B,SOBTBBG12A58A7E65B
SOECFCW12AB017B179,SOXQYTO12AB017B147,SONIRVF12AB0182AE1
SOTNZNG12AC90970E5,SOPWJCO12AC468944E,SORGJUM12A8C142CFB
SODVZAG12AB017F6BF,SOFYMIX12AAF3B3D4B,SOYBHGR12AC468D82B
SOQGFFB12A6D4F9C7F,SOMHYXD12A8C1354D4,SOSBDSF12AB0189007
SOXDFFG12AB018CCD0,SOAWZPL12A8C131C2B,SOGCGAW12A8C13BF27
SOCKIXP12A58A7C894,SOPTZBA12AB0188BA2,SODXYFV12A6701E4DE
SOVNRFU12A8C141288,SOPONSG12A8C14128D,SOJYNQE12AB0186EAB
SOMZUJH12AB018F38B,SOPCCVI12AB018F37C,SOOXXUQ12A8C143246
SOJYXJO12A8C142DDE,SOKDYKC12AB017E3FE,SOENTBV12AC468A3FB
SOJWXCI12AB018E430,SOCSJFL12AB018E42A,SODKBOC12AB018A548
SOWDBXP12A8C134394,SOUXHYG12A8AE46EE8,SOIDRVY12A8C132F19
SOSXDWJ12A58A7CEA8,SOVQPBP12AC95F02F3,SOLVHIK12AB0183F50
SOKMABU12AB0183671,SOWAVLB12AB018366B,SOYCLVO12AB017B630
SOTNTPX12A58A7D1C0,SOGYPYV12AB017B946,SOQTRTQ12AC468958E
SOGDOSV12A8C13BBD9,SOWNZFU12A8A9D9798,SOWMWXL12A8C13DB38
SOXTUWJ12AB01886A0,SOFPEQJ12AB0180667,SOBDDZP12A8C135BFB
SORXFMB12A8C13BCB6,SOTGHJC12A8C145F28,SOEDQAX12A8C13D7AA
SOVQKCB12AB018BB78,SOBDGPL12A6D4F85EF,SOKWIPX12A6310F35B
SOBAEJH12A8C132809,SONWIJN12AC3DFA69E,SOISBXJ12A8C1414EC
SOCFJVB12A6D4FBFDA,SOBUCCC12A6D4FD1EC,SOIEVYQ12AC468C16B
SOQPTOO12A8C133493,SOMYAMQ12A8C13268E,SOBMFSX12AB0184B2B
SOCOSLQ12D02197DF9,SOSTXWH12AC3DFB622,SOMOHEI12AB018785F
SOFQWMX12AB0185DB8,SOKLFJH12AB0185DA1,SOUHZDY12A67ADE9AD
SOFUWFT12A6701FEAC,SOZVAMW12A6701FEA9,SOSHOMP12A8C144BB1
SORUWYB12A8C1336E9,SOWHBSB12A8C1336B7,SOBAXOE12A6D4F89EA
SOVRCZT12A8C142873,SOFJEDJ12AB017E96C,SOGABBP12A8C138AA3
SONNMNO12AF72A2886,SOFZZZY12AF72A87B4,SODESKG12AB0186E17
SOMZNFA12A6D4F8A2A,SOEWLTH12A6D4F8E29,SOTJWBE12AB017BBDE
SOYYMRJ12A8C1338BB,SOCRVFQ12AB0186366,SOYEWIR12A6D4F7A53
SOYUATG12AB0187986,SODMDKI12AB018796E,SOIGKLX12AB0187A48
SOMBYGQ12AC3DF5CA0,SOQGKGX12AC3DFA181,SOGDLRA12AC468F00B
SOFDEMJ12A8C13410C,SOUKKXH12A8C134151,SOMWWLB12A8C145F33
SOYGJVI12AC4685489,SOCTPTD12A58A76CBC,SONHBDE12AB018E4FF
SOWXNWD12AB0186737,SOTBWEY12AB0185773,SORIQKK12AB01866E8
SOZNDYP12A8C14043F,SOKXFGQ12A8C140447,SONCOVN12AB017B6A7
SOIOHGI12A58A7A953,SOIANZH12A8C138AA0,SOXDJCW12AF72A06FC
SOASPKY12A58A7C0E0,SOTUADH12AB01874C9,SOQIANL12A6D4FA2C1
SODMIHB12A6310E2BC,SOVYKLY12A6310E2B8,SOKDPJJ12A8C13DE2B
SOJEDHO12A8C13DB77,SOQVKQN12A8C13B95A,SOUIQYW12A6D4FB5B7
SODXXLK12AB017E7AB,SOZBPIC12AB01813B0,SOQXSWC12A8C13FD1A
SOHLEWN12A8C13227C,SOOZTFV12A8C133C99,SOJPOQN12A8C1342B5
SOWADCU12AB0182356,SOBDMUX12AB018083B,SODXSTX12AB017F7F0
SOFSHGP12A58A7F48A,SOFTGYM12AB018444E,SOXLOTM12A6D4FB054
SOYPPJW127F3DF8C54,SOYDTIW12A67ADAFC9,SOXSUGM12A67ADD66C
SOGUVIL12A8C136751,SOATNWO12A58A7AD49,SOYUYYJ12AB0181D7B
SOMYRRN12A3F1EA18C,SOANBYB12A58A7F0C5,SOAWXZP12A6D4F4699
SOLWJJQ12A6D4F8F4E,SOCFQBI12A6D4FEEF0,SOSEKSU12A8C13F390
SOTKTCQ12AB01863FF,SOSFJWB12AB018906D,SONMQSJ12AB01868D9
SOOLSQZ12A8C133DF2,SOMCMJY12A8C133DEB,SOETEOY12A8C1377E3
SOBABBA12AC468ADD9,SOOGFBZ12AC3DF7FF2,SOIATBG12A8AE47FD9
SOUHNPK12A6D223B15,SODZWYB12A6D223B02,SOBQCSC12A8C136A31
SORVGXN12A8C142CCC,SOPIUFO12A8C1438DD,SOMQQLB12A8C13FD2E
SOXUGUI12A8C134E48,SOFARNQ12A8C134E4F,SOYDVOE12AB0180ABB
SOZOQZC12AB017F669,SOKZNCG12AB017C4CB,SOUUIGR12AB01810E4
SODXZSN12A8C1404BE,SOCKBAF12A58A7A429,SOOVXAN12A6D4F7581
SOJZIUA12A6D4FAACA,SOEXJAV12A6D4FAAC5,SOGUUTM12A58A7AAD9
SOCAVRF12A8C142BE2,SOEUBAC12A6D4F712A,SOLRYSO12A67ADE6A6
SOQNZJI12AB018E3B8,SOILAOQ12AB01894C9,SOOYXTG12A8C13D95E
SOIOHVZ12A6D4F70B8,SOOSAQR12A6D4FA09A,SOCRNQU12AB0182615
SOHXPIA12A8C137A2A,SOEOKIH12A8C135E1A,SODTULR12AC4687C9A
SOGXNPN12A8C133B9B,SOMYNOD12AB0184172,SOEUOXE12A6D4F6747
SOUXTFR12A8C138871,SONSSZX12AC4687680,SOHZGOY12A81C2077D
SOHZWRJ12A8C14081B,SOGDBUF12A8C140FAA,SOBMMJW12A8C1382F4
SOKZJCR12D02190B46,SOQGZBJ12AB0186462,SONEOGE12A8C14447D
SOKJPAY12A8C13D42F,SOFLXEK12A8AE46FD5,SONZTSK12AB018C5A1
SOKGJCH12AB017FFFD,SOHPLRI12AB017FFE6,SOHBEOB12A8151BAEB
SORCJFO12A6BD54EBD,SOHZTFU12A8C144690,SOEWUBS12A6D4F8DB0
SOAIYJY12AC4689687,SOFYAKR12AB01886BA,SODTFNP12A8C1383EE
SORIACJ12A6D4FC4EF,SODFOHJ12AB018D19B,SOMPTFO12AC3DF979B
SOKYWZF12AAF3B5E0C,SOLSTBM12AAF3B31DE,SOLMIOU12A8C140A4A
SOORAVS12AB0186F7B,SOLMGAF12AB0186F82,SOJHJRF12AB018CD1B
SOSGPGG12A8C136117,SOGWFVI12A8C135FF9,SOXSTZX12A8C1399EA
SOBEIYE12A58A7DBA2,SOJOVBQ12A6D4F96B6,SOOHQIB12A8C143DDD
SOGXWMR12A8C137E4F,SOEIWEJ12A8C13B43C,SOKOSDA12AB018EC15
SONQAYT12AB0181D1E,SOOMECA12A8C132878,SOVEYQV12A8C13CCF7
SOGJOXY12A8C130B3C,SORKMCW12A8C130B4E,SOIMQQM12A6D4F7E9C
SOPDZEH12A8C140BBC,SOQUFMT12A8C14429F,SOOWUWR12A8C13A62C
SOWEZBD12A6D4F8143,SOXNUWK12A8C140027,SOGTHVT12A6D4FC435
SOBXHGG12AB0183361,SOIIXNL12AB018472E,SOUAYCR12AB017F70A
SOCDMQN12AB0189572,SOYPRUJ12AB018957D,SOAZGWL12A6D4F7AC2
SOECOKZ12A8C139F44,SOPOOMV12AF72AC204,SOICBJO12AB01885B8
SOKIXDM12A8C136E04,SOYQWAD12A8C139316,SOVSGXQ12A6D4F9C15
SOOOEKE12A6D4FBA33,SOAPKIC12A6D4FAA4C,SOARHGL12A8C13AF37
SOOQHUX12AB0181EA2,SOKKSUD12A8C145619,SOSDFRP12A8C14095B
SOBEVGX12A8C134380,SOGYBHP12AB018ED4C,SOUBLEM12AB01809DB
SOPHRUQ12A6D4FAE96,SOALDWR12A6D4FAEA3,SOXAPAH12A8C1403D7
SOHVOAF12A8C143ED2,SOVLQYZ12AC3DF6BCA,SOFGOUH12A8C13A250
SOJRCDU12AB0189D27,SOHMMMC12AB0181C42,SOTKDQN12A67ADA0D1
SOYDTIW12A67ADAFC9,SOYPPJW127F3DF8C54,SOHTKNI12A8C131934
SOATZSD12A8C134212,SOBYMIE12AB017E82A,SOFDYYA12A58A78E73
SOJQMPN12AB0184341,SOSIYMZ12A8C135B93,SOXCZOL12AB017EEB6
SOGLBJZ12AB01835C5,SOYIWFP12AB01867EC,SOUFLXO12A6701DD54
SOGYPYV12AB017B946,SOTNTPX12A58A7D1C0,SOBJSMX12AB017BA4A
SOUZEFG12AB0183A39,SOWGGMR12A58A7F497,SOGDCUG12A8C13C069
SOCYZTH12AF72A6CCF,SOAIQBP12AB01899F4,SOFEAXH12AB0186BB5
SOLHWJP12A8C13841D,SOKAQZI12A8C138426,SOCBGRS12A8C140CAE
SOWMHFS12AB017F85E,SOFYQSO12AB018A0DA,SOUJLXS12A3F1ECF59
SOZEHJM12AB01893B3,SOUZYQO12AB018939F,SOSHOQI12A81C1F6A5
SOGWHCQ12A8C14606E,SOYTHRN12A8C146080,SOKQCBX12A6D4F8C4C
SOANBBS12AB017C3E8,SOSSHOW12AB017DAB6,SOTDORA12812D0CE36
SONQVJV12A8C132754,SOMKNNU12A8C1448A1,SOUSFAJ12A8C143683
SOQAZRH12A8C132A54,SONBLNI12A8C132A40,SOEXNMN12A8C13F8F2
SOAOHSI12AB0181C72,SOAWFJK12AB0181C5C,SODTWEJ12A8C13B0C1
SOHTWEG12AB018D11C,SOTLJGY12AB0188E32,SOBALZO12A6D4F8C19
SOGITIV12A67020165,SOSWPDO12A58A81CBF,SOPTZAU12AB017BA7B
SOXKMRU12AF72AA5F7,SOEPSUW12A8C13FCED,SOCPJMV12AB018A01F
SOECZXR12A8C135385,SOEAFXT12AB018E860,SOGJZFX12AB018D01A
SOLDPPH12A6D4F7F89,SOZFCNC12A6D4F76F3,SOWMXRQ12AB018B0E6
SOBTTKH12AB01866EA,SOZQSXN12AB018671C,SOQJMIU12AAFF41B2A
SOSYJKE12A8C13AD10,SOFGOCT12A8C1383AE,SODSWSH12A58A7BD2F
SODKSUZ12A6D4F90B2,SOARXQW12AB018198B,SOQKCJL12A58A7A74B
SODIZIV12AB0182D51,SOMUKAI12AB017E08E,SOWBSRF12A8C13BD35
SOCZJFC12A6D4F7C3F,SOAGHMH12AB0180285,SOSSOZK12AF72A0F5C
SOQRIHX12AB0185FCB,SOKYCTE12AB0185FE3,SOECKHX12A6701D9C6
SOBVHGZ12A8AE45DDD,SOUKHLG12A8AE45DD2,SOZBXRR12A8C132593
SOIVLFT12AB017EEF8,SOOFBSB12AB01862CE,SOZSCQJ12AB018060D
SOEWYFK12A8151B9CF,SOIJAZJ12A8151D43D,SOQNBGQ12AB018362A
SOVQFUY12AB018A77D,SOOGZTT12AB018A256,SOGQGXM12AB01844BA
SOMSYGL12AB018630D,SOWYNAH12A8C143A01,SONFHRB12A8C13EE75
SOFNXUH12A8C13F06B,SOAWVZG12A8C1443A5,SOYLCXJ12A6D4F5DD3
SOTIYYF12A8C13EB5F,SOCQOHR12A8C13E88D,SOEHEYS12AB0181F19
SOWPRDH127CF8DE745,SOONODE12A6D4F81D9,SOSIGTV12A58A7B498
SOFNXTF12AB017D8B6,SOEPDJY12A8C140E44,SOVOEGU12A8C13F5B7
SODVZHX12A6D4FBD56,SOKFSAU12A6D4F8770,SOPNFTX12A67020455
SOZZEXP12AC37746CF,SOWQATL12AC37746C7,SOBQPAN12A58A7836A
SOIBNUC12A8C140158,SODOSRS12A8C144552,SOROWAY12AB0186FE6
SOAPSXI12A8C139364,SOMFQXU12A8C13BEEA,SOHUJGR12AB01806C8
SOHYUXO12D0219089F,SOEMICA12D02193CE5,SOCYWJP12A8C140771
SOJWUQX12AB018003F,SOKAHJS12AB017C94A,SOVRZEQ12A6D4F6DAB
SOAFUVR12AB01800F9,SOSCPYC12AB0184891,SOAVXSK12AB0180A3A
SONCFNU12A8C1393E6,SOVHTFX12AC4688BF8,SOYILXK12AB017EDB8
SOOADFJ12AB0187C05,SOIPZIY12AB018B46D,SOSQQYP12A6D4FC9D8
SOJLQIP12AB019012E,SOFGMUN12A81C2017A,SOCOCNJ12A58A77641
SOMMWXY12A6D4FD8D7,SOIZVCU12A8C141C39,SORCJFO12A6BD54EBD
SOYHVSZ12AB0183486,SOBGDPS12AB0182074,SOXIMZN12AB0187207
SOMQZOX12AB01896D6,SOJJATE12A8AE46A59,SOHHSJT12AB0182A18
SOVDYXW12AB017CB97,SODKVXN12AB017ED3D,SOMUUNK12AB0183AEE
SOKQSXN12A6701D935,SOCOGPZ12A6701D924,SOVSTDX12A8C13D2A6
SOYNAGD12A58A7BDEC,SOKJINI12AB01887D5,SOYUYYJ12AB0181D7B
SOLTMJI12A6D4F8A9B,SODILPU12A6D4F6CF2,SOQZMUH12AB018EDD4
SODLTFO12AB0180917,SOYDABQ12AB01873FD,SOEKMKP12A6D4F8367
SOBWTSQ12AB0184AA8,SOUXLVX12AB0180AAB,SOMUJKH12AB01842E2
SOBKWDJ12A8C13B2F3,SOUAMVI12A58A7A7D7,SOEWKBZ12AB017E3E7
SORDWNS12A8C1414DA,SOFTOQS12A8C1414E2,SOIITEQ12AB01807A2
SOEVAMO12AC90716AD,SOYWICF12A8C13BDD7,SOHKKXU12A67ADA08F
SOGQKNO12AB017D742,SOQNNUF12A58A7DC1C,SOJZSHY12A8C137A17
SOAUNYK12AB01860D9,SOGBONS12AB0181C65,SOPCEVA12A8C144E9D
SOKUMPA12A8C132441,SOZQEZB12A8AE473B2,SOIFDCU12A8C137054
SOKCLTG12A8C138F44,SODABWY12A58A7D5BB,SOKPKMV12A8C14125E
SOQKCRN12AB01846A9,SOETIDP12AB0180B94,SOUPORI12AB0189C84
SOVNAQK12AB017F17D,SOECRBA12AB01816A7,SOKBBCM12AB0183959
SOLIXBU12AB018C389,SONCEJF12AB018581C,SONFKVB12A6D4FBA9A
SOQDSWJ12AB017FF4A,SOWLPBI12AB017F271,SOIDYQE12A8C138C90
SOBDZUO12A8C140C6A,SOSYUQX12A8C13E335,SOVHWXS12A8C1465C3
SOXTIQL12A8C135544,SOQGQIM12A8C13554B,SOEFBNV12A8C13DF70
SOHYDKD12AC4687498,SORCIKK12AB0184E4D,SOVRBXC12A6D4F757B
SOIFJQY12AB018970F,SONCUFJ12A67AE2285,SOKJUSN12A6701F960
SODVCWN12A8C135DF6,SOBJTTS12A6D4F5BCC,SOPNINI12A58A7E304
SODQFRW12A8C1378FA,SOWGZOG12A8C141F0F,SONETAK12A6D4FB69A
SOOYLVT12A6D4FA108,SOZGSVC12A8AE49D61,SOCUXIM12AB0182341
SOCYEEM12A8AE485A7,SOPFOWH12A8AE46A1E,SOVFZWE12A8C14136B
SOEIMYN12AB018514A,SOEXSUW12A8C143796,SOYRBLI12A6D4F4823
SOYDJRJ12AC4685EDB,SOQGZXC12AC4685ED6,SOIKLVB12AB018DDB4
SOYDMDZ12A8C13B65F,SOUOQFE12A8C13C240,SOTSICV12A6D4F7374
SOGQWZF12A8C13DDDD,SOAFUPM12A6D4FD26F,SOAXPAX12A8AE46DA5
SOFLYXR12A8C13AF37,SOMYCMB12A6D4F944D,SOEVOPO12AB017F366
SOMCTKM12A8C138B86,SOYAKYV12A8C1366D6,SOSGQKD12AF72AB831
SOPZKEV12AB0181C68,SOEFRIB12AC4687B04,SOIQMTY12AC960DD92
SOOSGYY12A8135690B,SOHTULD12D0219A187,SOYYYGW12AB017FF2D
SOIGWSZ12A8C13C695,SOYZBZP12A8C13E54E,SOYJWLC12A6D4F9E71
SOKZINN12A6310E845,SOXPFFC12AF729FD48,SOKUWVR12A8C13C512
SOTWIMM12A8C13917F,SOVJNZQ12AB0185943,SOVBDHM12A8C14206A
SOENEXU12A8C13FB57,SOARTQC12A58A77F0C,SOJNIEE12AC468C137
SOCTMWO12AB018563C,SOEZSEO12AAF3B3B5F,SODQHAJ12AB01826E7
SOMAZOO12A58A7B38F,SOKRBOD12A8C13FD35,SONFSQX12AB018356A
SOYLRPG12AB018A347,SOVBBAY12AB018A33C,SOYOZMX12A58A7BFF3
SOVGFKI12A6D4F9E73,SOATVRB12A6D4F9E71,SOCMXZZ12A8C142F70
SODJCLO12CF582752F,SONHQQQ12A6D4FA17A,SOBKYVY12AB017D2D1
SOWCEZP12A8C13FCBA,SOICMFN12A8C13FCA5,SOVTFGQ12A8C143E1F
SOIPVBF12A8C135F5D,SORKGBF12A6D4FDB24,SOKLXMX12A8C13EC17
SOAMSNB12AB018073A,SOLPEZP12A81C1FC4E,SOZQZCA12AB017EAE2
SOGJWWV12A8C13D362,SOUOFFG12A8C13D37B,SOLAHMW12A8C142BC3
SORJEKJ12AC468D3BA,SOWFTVP12AB0189B74,SOUOAOJ12A679D8ACA
SOYMPQR12A8C144158,SOUHHQP12A8C14416E,SOOTUVC12A8AE46DC9
SOTEJZT12AB017E411,SOBIAGZ12A8C145386,SOAZOFQ12A81C20B43
SOZYSAR12A58A7D2B3,SOJLMBX12A58A7FFBC,SOXNGDG12AB0184960
SOGATWY12AB017A9A8,SODKBOC12AB018A548,SOGITOE12AB018327F
SOLBODC12A8C140951,SOMXQUM12AB0188221,SOUGUAU12A6D4F8A3E
SOIDIWD12A8C13B9EE,SOLBSMP12AB0189F49,SOUCXRI12A58A7B9BE
SOSLDAC12AC468C039,SOLIDLS12A8C139236,SOJYPGP12AC960DE2A
SOYDZBU12AF72A827C,SONERIC12A8C132623,SOKRLXS12AB0183E51
SOCIFJJ12A8C13F98C,SOCKHZY12A8C142F79,SOBZCRA12AC4688776
SOBOJWI12AB0180EFA,SOUOZAB12AB0180EE0,SOKRRXA12AC468D4D9
SOXNZYY12A6702029D,SOQLTNN12A6D4F908A,SOZGUJD12A6D4FAF90
SOXAWVI12AAF3B5338,SOKVWUH12A58A7D2CD,SOOMFET12AB0184481
SOMIHXX12A6701FB65,SOFNMAF12A6701FB63,SOYKJLB12AF72A3777
SOJGFNQ12A8C13B2AC,SOBJDLY12A8C13B2A6,SOBLXOO12A58A7870A
SOIZDGY12AB01865DF,SOMRYWN12AB0186608,SOYYMDT12A5891FEF7
SOPXYGQ12A8C143CE8,SOLIBAM12A8C142A02,SOKZJNG12AB0183328
SOYUODE12AB0186214,SOPQDVC12AB01830BB,SOFGAHF12A6D4F6AAE
SOKSUMD12AB0186218,SOAXSEM12AF72A150D,SOVWXRK12AC46884C5
SOYSHEB12A67AE0883,SOUEMWJ12A81C232E7,SOYORMO12A8C135428
SORADQB12D021B3918,SOYNVYU12A8AE479EC,SOOPCBW12A6D4F8EEF
SOSZFJT12AB0181E84,SOKTPEY12AB018170C,SOGSUXC12A58A7B628
SONOCAU12AB017C98A,SODOJUW12A6D4F6FB2,SOKYJVM12A8C14260A
SOAAKZC12AF729A14A,SOMSHMQ12AF72A04A5,SOUCKDH12A8C138FF5
SOBJPNW12AB0181DF9,SOHOSNT12AB0184747,SOSWPDO12A58A81CBF
SOCGAMZ12A6D4FC409,SOQRYVB12A58A7DF89,SOJXSQA12AC3DF97D8
SODCJCU12AB0182516,SOQPHMW12A81C233D6,SONCEZW12AB0185EE8
SOLDIRF12A6D4FA367,SOWMKNO12A6D4FBC7B,SOVECFS12A8C133CEA
SOADTCD12A8C1425CC,SOMDFYM12A8C133E63,SOHHSJT12AB0182A18
SOTKEFW12A8C140F85,SOBREXX12D0219A91C,SOWMAJZ12A8C13AAFF
SOYZAKX12A8C13662D,SOVIVYJ12AC4689740,SOECZIN12AB0183AF4
SOPOAJR12AC468A9EE,SORTUPC12AB0189688,SOBPGXH12AB018B190
SOAKDML12AB018208C,SOVVDCO12AB0187AF7,SOXDLDJ12A6D4F903E
SOIFRXB12A6D4FC092,SOAKFIF12A6D4F7A95,SOAMSHM12A58A79142
SOVKLPI12AB018826F,SOHONLI12AC9DCDF8B,SOLMXBP12A8C13F876
SORXNEB12AB018505F,SOPBXLN12AB0187F53,SOBQKRS12AB0180713
SOOKKNO12A6D4F9508,SOKMBGN12CF5F88A0E,SORMCNI12A8C1322CB
SOTMYRK12AB0182A96,SOPITEC12AB0182AE0,SOKZJRG12A8C13EB98
SOGSSOW12AB0189E3E,SOHFKWF12A58A77C02,SOKYSVZ12A8C141D7C
SONDICB12A6D4F8230,SOBZOTA12A6D4F8234,SOFLRZW12A6D4F9E75
SOCKLCP12AB018764F,SOIGJZI12AB018764D,SOJCPRJ12A8C13AFF0
SOFPEHK12A6D4F499E,SOMDMNB12A6D4F49A2,SOMNTCK12A58A7DF30
SOWCPMQ12A58A78C43,SOINZJI12A8C1337A1,SONNBUZ12A6D4F92EF
SODHTQJ12AB018CC46,SOYIFHG12AB01869DF,SOCSLWU12A58A7E43A
SOJOAOZ12A58A7D7B6,SOXIWDR12AF72A5E4E,SORUDND12A67020719
SOVKBUY12AF72A573F,SOOYQEG12AC468F2FC,SOEZPTB12A8C141532
SOSTETI12AB017DF4C,SOIXODI12A6701D9FD,SORRMDL12AB0180E36
SOOVCCZ12A8C134E1C,SOZNYNC12A8C137ECB,SOECRBA12AB01816A7
SOFNKAW12AB0182A06,SOHGMIK12AB0182A33,SOABLAF12AB018E1D9
SOBSEXG12AB0180DD4,SOZHWVN12AB017FAA2,SOSIUCT12AB0182323
SOBNHFW12A8C1354C7,SOPNHLQ12A8C133811,SOQDYZT12AB0189344
SOASBRT12AB018252E,SOCJMTL12AB0185629,SOJCVLT12A58291B95
SOCUGSF12A8C13B6C0,SOPXCEO12A8C13B6E1,SOVHLXQ12AB0183EE6
SOCSJAO12AB017FE29,SOJLAES12AB0184A06,SOMWMPA12AB017DAC9
SOBLQGB12AAF3B307D,SOYDYHL12AAF3B306E,SOBNREJ12AB018C17C
SOACRFZ12A8AE46FED,SOKUIFS12A6D4FD60E,SOZYYCU12A8C13B562
SONAZDC12AB017FDEE,SOBYVQS12AB017FDF6,SOJAWWR12A6D4F90D5
SOSRRVC12AF72A1B32,SOWGPIX12AB017FD9B,SOFNCMV12A8C13C5FA
SOBWCDE12A6D4F839F,SOCKJSD12AB0181BBF,SOECWVP12AB0189B7E
SOAOTAA12A67020F8F,SOARXSQ12A67020F78,SOYFFUA12AB01847CC
SOAKCUB12A67020389,SOABPUS12A6D4F8F48,SOCIULR12A8C13433C
SOLLPHT12AC468BB6F,SOSPAXS12AC468BB78,SOBITFL12A6701C10E
SOFYSKU12A8C13A72B,SOTYSQF12A8C13E0AA,SOWJZAO12A8C144178
SOVDFAM12AB017C2A1,SOWTBKH12AB0180098,SOEFEHL12AB0183861
SOFIPJV12AB0187BF2,SONSWFO12AB0188EBE,SOANRPW12AAF3B30CE
SOPHOAE12A8C1397CB,SOIXGLO12A8C13AC92,SOQCEFG12AB0185C53
SOSFKJV12AB0182509,SOFYMIX12AAF3B3D4B,SOBRJZB12A8C143674
SOIVHQA12AB017DBDB,SOPBQJF12AC468A49A,SOFJELN12A8C13EBEE
SOARTRF12AB0181F4D,SOFJPPE12A8C139867,SOKSJZY12A6D4FB113
SOTUZXP12AB01838A9,SOERFAG12AB01844C1,SOMIHLL12AC468C4D0
SODPFCC12A8AE4890E,SOLHCOQ12A6D4F4F97,SOBJMYF12A8C13BD2D
SOICYYA12A8C136A31,SODVRDV12A8C14005C,SONTYQS12AB017F461
SODOQHV12AAF3B32CA,SOFFJEI12AB0182B45,SOWCMLA12A8C139762
SOQTXVQ12A8C13E6C4,SOFTRBO12A8C13C2CC,SOVBBAY12AB018A33C
SOGEVBP12A58A7876B,SOLAPIZ12A58A7E3DB,SOAPUCB12AB0185C89
SOOBTKZ12A58A7B0B0,SOLRRKL12A6D4F9A14,SOPXHQG12A8C138B45
SOAPYHO12A6701E3DF,SOGDURU12A8C145FF8,SOCEBEL12A8C136352
SOINZJI12A8C1337A1,SOWCPMQ12A58A78C43,SOUXAAJ12AB0189695
SOYHTMJ12A58A7AB7E,SOHAQPB12A58A7AA44,SODWVKU12A8C141047
SOPRMPZ12AB0183A77,SOPIURI12AB0183A97,SORBCAE12AB018D62C
SOGDLOO12AB0182A87,SOVCMVZ12AB0182A94,SOYOCQH12AB018D8D0
SOFJGOU12AB017DB96,SOFYRPH12AB017DB9C,SOJLDSG12A58A7E4FE
